index,fullName,namePassed,correctGender,predictedGender,localization,useLocalization,serviceUsed,extraTotalName,extraProbability,extraCountryUsedByService,extraUsedAI,extraForcedGenderize,isCorrect,source
763,Yael Shaham,yael,female,female,IL,True,genderAPI.io,233,100,IL,False,False,True,wikidata
764,Mimma Chernovita,mimma,female,female,ID,True,genderAPI.io,17,100,ID,False,False,True,wikidata
765,Tsfira Grebelsky-Lichtman,tsfira,female,female,IL,True,genderAPI.io,1,75,IL,False,False,True,wikidata
766,Motoka Arai,motoka,female,male,JP,True,genderAPI.io,3,67,AR,False,False,False,wikidata
769,Kumi Sakuma,kumi,female,female,JP,True,genderAPI.io,93,100,JP,False,False,True,wikidata
770,Huang Mei-chien,huang,female,male,TW,True,genderAPI.io,78,65,TW,False,False,False,wikidata
771,Aniqah Gaffoor,aniqah,female,female,LK,True,genderAPI.io,1,100,LK,False,False,True,wikidata
773,Audrey Donnithorne,audrey,female,female,CN,True,genderAPI.io,12,100,CN,False,False,True,wikidata
774,Yumi Shimura,yumi,female,female,JP,True,genderAPI.io,359,100,JP,False,False,True,wikidata
775,Shi Yue,shi,female,male,CN,True,genderAPI.io,59,90,CN,False,False,False,wikidata
776,Bella Shaier,bella,female,female,IL,True,genderAPI.io,18,100,IL,False,False,True,wikidata
777,Misaki Emura,misaki,female,female,JP,True,genderAPI.io,146,94,JP,False,False,True,wikidata
779,Amal Jadou,amal,female,female,PS,True,genderAPI.io,3470,80,SA,False,False,True,wikidata
784,Ruth Ben-Ishai,ruth,female,female,IL,True,genderAPI.io,20,100,IL,False,False,True,wikidata
785,Vital Kats,vital,female,female,IL,True,genderAPI.io,3,100,IL,False,False,True,wikidata
786,Yanting Ma,yanting,female,female,CN,True,genderAPI.io,1,100,CN,False,False,True,wikidata
787,Sara Kagami,sara,female,female,JP,True,genderAPI.io,58,93,JP,False,False,True,wikidata
788,Dubai Abulhoul,dubai,female,male,AE,True,genderAPI.io,65,77,AE,False,False,False,wikidata
789,Yoshimi Yokoyama,yoshimi,female,female,JP,True,genderAPI.io,130,68,JP,False,False,True,wikidata
790,Hikari Aozora,hikari,female,female,JP,True,genderAPI.io,76,79,JP,False,False,True,wikidata
792,Eva Ranaweera,eva,female,female,LK,True,genderAPI.io,20741,99,US,False,False,True,wikidata
793,Zhanerke Perme,zhanerke,female,female,KZ,True,genderAPI.io,5,100,KZ,False,False,True,wikidata
795,Liu Chu-Ping,liu,female,male,TW,True,genderAPI.io,54,65,TW,False,False,False,wikidata
797,Miriam Nevo,miriam,female,female,IL,True,genderAPI.io,16,100,IL,False,False,True,wikidata
798,Rin Kawana,rin,female,female,JP,True,genderAPI.io,62,60,JP,False,False,True,wikidata
799,Shion Tamenaga,shion,female,male,JP,True,genderAPI.io,24,63,JP,False,False,False,wikidata
800,Pratibha Nandakumar,pratibha,female,female,IN,True,genderAPI.io,59,100,IN,False,False,True,wikidata
802,Erum Akhtar,erum,female,female,PK,True,genderAPI.io,18,100,PK,False,False,True,wikidata
805,Han Hye-song,han,female,male,KP,True,genderAPI.io,3547,76,US,False,False,False,wikidata
807,Lana Jundi,lana,female,female,SY,True,genderAPI.io,7,100,SY,False,False,True,wikidata
808,Otokata Higashi,Otokata,female,female,JP,True,genderAPI.io,1,60,JP,False,False,True,wikidata
809,Sunita Agarwal,sunita,female,female,IN,True,genderAPI.io,98,99,IN,False,False,True,wikidata
810,Gina Shimborsky,gina,female,female,IL,True,genderAPI.io,1,100,IL,False,False,True,wikidata
811,Ayala Gordon,ayala,female,female,IL,True,genderAPI.io,16,100,IL,False,False,True,wikidata
812,Heidy Quah,heidy,female,female,MY,True,genderAPI.io,5,80,MY,False,False,True,wikidata
813,Nova Firoze,nova,female,male,BD,True,genderAPI.io,1,100,BD,False,False,False,wikidata
814,Gian Gloria,gian,female,male,PH,True,genderAPI.io,427,85,PH,False,False,False,wikidata
815,Fadia Stella,fadia,female,female,LB,True,genderAPI.io,14,100,LB,False,False,True,wikidata
820,Rekha Dikshit,rekha,female,female,IN,True,genderAPI.io,95,99,IN,False,False,True,wikidata
821,Riju Murahoshi,riju,female,male,JP,True,genderAPI.io,46,89,IN,False,False,False,wikidata
822,Moa Serizawa,moa,female,male,JP,True,genderAPI.io,212,51,BR,False,False,False,wikidata
823,Minami Ishikawa,minami,female,female,JP,True,genderAPI.io,117,88,JP,False,False,True,wikidata
824,Ikuko Samizo,ikuko,female,female,JP,True,genderAPI.io,50,100,JP,False,False,True,wikidata
825,Sayako Nomura,sayako,female,female,JP,True,genderAPI.io,13,100,JP,False,False,True,wikidata
826,Mizuho Uchida,mizuho,female,female,JP,True,genderAPI.io,76,86,JP,False,False,True,wikidata
827,Phen Savny,phen,female,female,KH,True,genderAPI.io,91,64,TH,False,False,True,wikidata
828,Yuzuna Nagase,Yuzuna,female,female,JP,True,genderAPI.io,1,85,JP,False,False,True,wikidata
829,Nanoha Aoyama,nanoha,female,male,JP,True,genderAPI.io,2,50,TH,False,False,False,wikidata
830,Yumiko Hara,yumiko,female,female,JP,True,genderAPI.io,230,100,JP,False,False,True,wikidata
831,Mirai Tachibana,mirai,female,female,JP,True,genderAPI.io,26,62,JP,False,False,True,wikidata
832,Ema Itō,ema,female,female,JP,True,genderAPI.io,12,67,JP,False,False,True,wikidata
833,Yuuka Tateishi,yuuka,female,female,JP,True,genderAPI.io,56,100,JP,False,False,True,wikidata
834,Keiko Saito,keiko,female,female,JP,True,genderAPI.io,430,99,JP,False,False,True,wikidata
835,Shioka Ishizuka,shioka,female,female,JP,True,genderAPI.io,1,100,JP,False,False,True,wikidata
836,Ema Futaba,ema,female,female,JP,True,genderAPI.io,12,67,JP,False,False,True,wikidata
837,Sayaka Nitori,sayaka,female,female,JP,True,genderAPI.io,262,100,JP,False,False,True,wikidata
838,Shirli Levi,shirli,female,female,IL,True,genderAPI.io,5,100,IL,False,False,True,wikidata
839,Honey Lacuna,honey,female,female,PH,True,genderAPI.io,391,98,PH,False,False,True,wikidata
842,Rakuko Naito,rakuko,female,female,JP,True,genderAPI.io,1,90,JP,False,False,True,wikidata
843,Vimla Virmani,vimla,female,female,IN,True,genderAPI.io,4,75,IN,False,False,True,wikidata
844,Margaret Hsing,margaret,female,female,CN,True,genderAPI.io,9,100,CN,False,False,True,wikidata
846,Ruqayya al-Mhareb,ruqayya,female,female,SA,True,genderAPI.io,15,100,MY,False,False,True,wikidata
847,Negin Altooni,negin,female,female,IR,True,genderAPI.io,321,99,IR,False,False,True,wikidata
848,Moniq Crasivaya,moniq,female,female,ID,True,genderAPI.io,32,97,ID,False,False,True,wikidata
851,Alya Bakhshal,alya,female,female,PK,True,genderAPI.io,1,100,PK,False,False,True,wikidata
852,Komal Shahani,komal,female,female,IN,True,genderAPI.io,299,91,IN,False,False,True,wikidata
855,Ánh Hoa,ánh,female,female,VN,True,genderAPI.io,33,79,VN,False,False,True,wikidata
856,Etsuko Sonobe,etsuko,female,female,JP,True,genderAPI.io,61,100,JP,False,False,True,wikidata
857,Dwi Septiawati,dwi,female,female,ID,True,genderAPI.io,11792,57,ID,False,False,True,wikidata
864,Samapti Chatterjee,samapti,female,female,IN,True,genderAPI.io,1,90,IN,False,False,True,wikidata
867,Lianne Witkin,lianne,female,female,IL,True,genderAPI.io,1,100,IL,False,False,True,wikidata
868,Yanina Kuskova,yanina,female,female,UZ,True,genderAPI.io,1,100,UZ,False,False,True,wikidata
869,Anna Kulikova,anna,female,female,UZ,True,genderAPI.io,30,100,UZ,False,False,True,wikidata
870,Kwong Siu-hing,kwong,female,male,CN,True,genderAPI.io,1,100,CN,False,False,False,wikidata
871,Satoko Yamano,satoko,female,female,JP,True,genderAPI.io,134,99,JP,False,False,True,wikidata
872,Lee Yun-seo,lee,female,male,KR,True,genderAPI.io,2224,70,KR,False,False,False,wikidata
874,Mridula Bhatkar,mridula,female,female,IN,True,genderAPI.io,13,100,IN,False,False,True,wikidata
877,Zara Leola,zara,female,female,ID,True,genderAPI.io,160,97,ID,False,False,True,wikidata
879,Mini Sharma,mini,female,female,IN,True,genderAPI.io,24,92,IN,False,False,True,wikidata
880,Nashwa Zahira,nashwa,female,female,ID,True,genderAPI.io,6,100,ID,False,False,True,wikidata
882,Tahira Kashyap,tahira,female,female,IN,True,genderAPI.io,5,100,IN,False,False,True,wikidata
883,Rachel Hirsch,rachel,female,female,IL,True,genderAPI.io,61,100,IL,False,False,True,wikidata
885,Sugandha Kumari,sugandha,female,female,IN,True,genderAPI.io,39,100,IN,False,False,True,wikidata
886,Sumi Aktar,sumi,female,female,BD,True,genderAPI.io,3,100,BD,False,False,True,wikidata
887,Huang Lili,huang,female,male,CN,True,genderAPI.io,91,87,CN,False,False,False,wikidata
889,Fang Ruoxi,fang,female,male,CN,True,genderAPI.io,64,66,CN,False,False,False,wikidata
890,Park Jiyoung,park,female,male,KR,True,genderAPI.io,1156,69,KR,False,False,False,wikidata
891,Kim Nokyeong,kim,female,male,KR,True,genderAPI.io,3021,67,KR,False,False,False,wikidata
892,Tang Jiawen,tang,female,male,CN,True,genderAPI.io,49,76,CN,False,False,False,wikidata
894,Pratibha Rani,pratibha,female,female,IN,True,genderAPI.io,59,100,IN,False,False,True,wikidata
896,Shifra Milstein,shifra,female,female,IL,True,genderAPI.io,1,100,IL,False,False,True,wikidata
897,Dong Feifei,dong,female,male,CN,True,genderAPI.io,65,92,CN,False,False,False,wikidata
899,Shazia Parveen,shazia,female,female,PK,True,genderAPI.io,21,100,PK,False,False,True,wikidata
901,Sunaina Kejriwal,sunaina,female,female,IN,True,genderAPI.io,32,97,IN,False,False,True,wikidata
904,Yu Suxian,yu,female,male,CN,True,genderAPI.io,1,80,CN,False,False,False,wikidata
905,Xu Yuan,xu,female,male,CN,True,genderAPI.io,1,75,CN,False,False,False,wikidata
907,Miriam Engel,miriam,female,female,IL,True,genderAPI.io,16,100,IL,False,False,True,wikidata
908,Liu Yichi,liu,female,male,CN,True,genderAPI.io,278,80,CN,False,False,False,wikidata
909,Susanti Dewi,susanti,female,female,ID,True,genderAPI.io,411,100,ID,False,False,True,wikidata
910,Jun Ye-jin,jun,female,male,KR,True,genderAPI.io,444,93,KR,False,False,False,wikidata
912,Sister Mayo,sister,female,male,JP,True,genderAPI.io,1,100,JP,False,False,False,wikidata
913,Maria Lacruna,maria,female,female,TL,True,genderAPI.io,4,100,TL,False,False,True,wikidata
914,Yafah Hauzer,yafah,female,female,IL,True,genderAPI.io,2,100,MX,False,False,True,wikidata
915,Rina Havron,rina,female,female,IL,True,genderAPI.io,17,100,IL,False,False,True,wikidata
917,Florence Giovani,florence,female,female,ID,True,genderAPI.io,156,98,ID,False,False,True,wikidata
920,Rukhsana Parveen,rukhsana,female,female,PK,True,genderAPI.io,3,100,PK,False,False,True,wikidata
922,Umi Tenjin,umi,female,female,JP,True,genderAPI.io,33,76,JP,False,False,True,wikidata
924,Ruthy Pribar,ruthy,female,female,IL,True,genderAPI.io,2,100,IL,False,False,True,wikidata
926,Wakana Matsumoto,wakana,female,female,JP,True,genderAPI.io,63,100,JP,False,False,True,wikidata
927,Tharanga Vinodani,tharanga,female,male,LK,True,genderAPI.io,34,85,LK,False,False,False,wikidata
928,Ochirbatyn Burmaa,ochirbatyn,female,male,MN,True,genderAPI.io,1,80,MN,False,False,False,wikidata
929,Shardha Ghule,shardha,female,female,IN,True,genderAPI.io,2,100,IN,False,False,True,wikidata
930,Tapasi Mondal,tapasi,female,female,IN,True,genderAPI.io,1,90,IN,False,False,True,wikidata
931,Merav Nakar-Sadi,merav,female,female,IL,True,genderAPI.io,41,100,IL,False,False,True,wikidata
932,Shyamali Pradhan,shyamali,female,female,IN,True,genderAPI.io,1,100,IN,False,False,True,wikidata
934,Rojjana Raklao,rojjana,female,female,TH,True,genderAPI.io,12,100,TH,False,False,True,wikidata
935,Yuan Xuefen,yuan,female,male,CN,True,genderAPI.io,101,73,CN,False,False,False,wikidata
936,Amrin Qureshi,amrin,female,female,IN,True,genderAPI.io,7,100,IN,False,False,True,wikidata
937,Arisa Ogasawara,arisa,female,female,JP,True,genderAPI.io,112,100,JP,False,False,True,wikidata
938,Kanako Mitsuhashi,kanako,female,female,JP,True,genderAPI.io,229,100,JP,False,False,True,wikidata
939,Reva Khetrapal,reva,female,female,IN,True,genderAPI.io,11,73,IN,False,False,True,wikidata
941,Yurika Hino,yurika,female,female,JP,True,genderAPI.io,62,100,JP,False,False,True,wikidata
945,Jutta Oesterle-Schwerin,jutta,female,female,IL,True,genderAPI.io,311,100,FI,False,False,True,wikidata
946,Zirlyfera Jamil,zirlyfera,female,female,ID,True,genderAPI.io,1,50,ID,False,False,True,wikidata
947,Meutia Geumala,meutia,female,female,ID,True,genderAPI.io,253,100,ID,False,False,True,wikidata
948,Shahnaz Sumi,shahnaz,female,female,BD,True,genderAPI.io,1,100,BD,False,False,True,wikidata
950,Zohra Yusuf,zohra,female,female,PK,True,genderAPI.io,2,100,PK,False,False,True,wikidata
951,Arisa Kimishima,arisa,female,female,JP,True,genderAPI.io,112,100,JP,False,False,True,wikidata
952,Maham Aftab,maham,female,female,PK,True,genderAPI.io,27,100,PK,False,False,True,wikidata
953,Kumud Pawde,kumud,female,male,IN,True,genderAPI.io,19,53,IN,False,False,False,wikidata
954,Aresta Bakhishova,aresta,female,male,AZ,True,genderAPI.io,16,56,ID,False,False,False,wikidata
955,Yael Elkana,yael,female,female,IL,True,genderAPI.io,233,100,IL,False,False,True,wikidata
956,Dvora Silverstein,dvora,female,female,IL,True,genderAPI.io,4,75,IL,False,False,True,wikidata
958,Anujin Jinjiibadam,anujin,female,female,MN,True,genderAPI.io,5,100,MN,False,False,True,wikidata
959,Carmit Sahar,carmit,female,female,IL,True,genderAPI.io,18,100,IL,False,False,True,wikidata
960,Eylon Nuphar,eylon,female,male,IL,True,genderAPI.io,6,83,IL,False,False,False,wikidata
961,Oyuki Konno,oyuki,female,female,JP,True,genderAPI.io,61,100,MX,False,False,True,wikidata
962,Amina Toyoda,amina,female,female,PK,True,genderAPI.io,13,100,PK,False,False,True,wikidata
963,Tang Xin,tang,female,male,CN,True,genderAPI.io,49,76,CN,False,False,False,wikidata
965,Shlomit Miron,shlomit,female,female,IL,True,genderAPI.io,35,97,IL,False,False,True,wikidata
967,Song Tianyi,song,female,male,CN,True,genderAPI.io,64,92,CN,False,False,False,wikidata
968,Vidya Malvade,vidya,female,female,IN,True,genderAPI.io,126,78,IN,False,False,True,wikidata
969,Yang Tzu-Hsuan,yang,female,male,TW,True,genderAPI.io,55,78,TW,False,False,False,wikidata
970,Marcela London,marcela,female,female,IL,True,genderAPI.io,4,100,IL,False,False,True,wikidata
971,Lu Yu-Hua,lu,female,female,TW,True,genderAPI.io,1,80,TW,False,False,True,wikidata
972,Huang Yu-Teng,huang,female,male,TW,True,genderAPI.io,78,65,TW,False,False,False,wikidata
973,Lin Xiaotong,lin,female,male,TW,True,genderAPI.io,144,64,TW,False,False,False,wikidata
974,Hadas Leibovich,hadas,female,female,IL,True,genderAPI.io,73,99,IL,False,False,True,wikidata
975,Hadara Lazar,hadara,female,female,IL,True,genderAPI.io,5,100,US,False,False,True,wikidata
976,Pai Hsin-Hui,pai,female,male,TW,True,genderAPI.io,2,50,TW,False,False,False,wikidata
977,Shu Ching-Wen,shu,female,female,TW,True,genderAPI.io,23,74,TW,False,False,True,wikidata
978,Lin Yu-Ting,lin,female,male,TW,True,genderAPI.io,144,64,TW,False,False,False,wikidata
979,Liu Yi-Fang,liu,female,male,TW,True,genderAPI.io,54,65,TW,False,False,False,wikidata
980,Bushra Qayyum,bushra,female,female,PK,True,genderAPI.io,19,100,PK,False,False,True,wikidata
981,Ora Goldenberg,ora,female,female,IL,True,genderAPI.io,2,100,IL,False,False,True,wikidata
982,Mariam Karapetyan,mariam,female,female,AM,True,genderAPI.io,118,98,AM,False,False,True,wikidata
983,Aruna Suresh,aruna,female,female,IN,True,genderAPI.io,35,94,IN,False,False,True,wikidata
984,Sarangi Silva,sarangi,female,female,LK,True,genderAPI.io,4,100,IN,False,False,True,wikidata
985,Huma Javeed,huma,female,female,PK,True,genderAPI.io,31,94,PK,False,False,True,wikidata
986,Sukaina Khan,sukaina,female,female,PK,True,genderAPI.io,1,100,PK,False,False,True,wikidata
987,Hana'a Shawa,hana'a,female,female,PS,True,genderAPI.io,1,98,PS,False,False,True,wikidata
988,Sehra Akram,sehra,female,female,PK,True,genderAPI.io,46,89,TR,False,False,True,wikidata
989,Zarina Jamal,zarina,female,female,PK,True,genderAPI.io,1,100,PK,False,False,True,wikidata
990,Jin-Ah Ahn,jin,female,male,KR,True,genderAPI.io,712,67,KR,False,False,False,wikidata
991,Humaira Ashiq,humaira,female,female,PK,True,genderAPI.io,11,91,PK,False,False,True,wikidata
993,Edna Kaplan-Hagler,edna,female,female,IL,True,genderAPI.io,11,100,IL,False,False,True,wikidata
995,Kulsoom Hazara,kulsoom,female,female,PK,True,genderAPI.io,4,100,PK,False,False,True,wikidata
996,Eliška Hladilová,eliška,female,female,CZ,True,genderAPI.io,363,100,CZ,False,False,True,wikidata
998,Sylvia Bayr-Klimpfinger,sylvia,female,female,AT,True,genderAPI.io,25,100,AT,False,False,True,wikidata
999,Ulrike Scheel,ulrike,female,female,DE,True,genderAPI.io,146,99,DE,False,False,True,wikidata
1000,Nadia Boule,nadia,female,female,GR,True,genderAPI.io,129,99,GR,False,False,True,wikidata
1001,Renee Goddard,renee,female,female,DE,True,genderAPI.io,9,67,DE,False,False,True,wikidata
1003,Isabella Kossina,isabella,female,female,AT,True,genderAPI.io,40,100,AT,False,False,True,wikidata
1004,Florina Gillnik,florina,female,female,DE,True,genderAPI.io,3,100,DE,False,False,True,wikidata
1005,Hédi Bergl,hédi,female,female,HU,True,genderAPI.io,12,100,HU,False,False,True,wikidata
1006,Evelin Ferencsik,evelin,female,female,HU,True,genderAPI.io,164,98,HU,False,False,True,wikidata
1007,Anna Ferenczi,anna,female,female,HU,True,genderAPI.io,764,99,HU,False,False,True,wikidata
1008,Danièle Roy,danièle,female,female,FR,True,genderAPI.io,13,100,FR,False,False,True,wikidata
1009,Christina Kauschke,christina,female,female,DE,True,genderAPI.io,406,100,DE,False,False,True,wikidata
1011,Júlia Ferenczy,júlia,female,female,HU,True,genderAPI.io,113,100,HU,False,False,True,wikidata
1013,Zsuzsa Ferge,zsuzsa,female,female,HU,True,genderAPI.io,200,100,HU,False,False,True,wikidata
1014,Ragnhild Haga,ragnhild,female,female,NO,True,genderAPI.io,26,100,NO,False,False,True,wikidata
1018,Sonia Farke,sonia,female,female,DE,True,genderAPI.io,47,100,DE,False,False,True,wikidata
1020,La Lupa,la,female,female,CH,True,genderAPI.io,1,70,CH,False,False,True,wikidata
1021,Miriam Fontaine,miriam,female,female,AT,True,genderAPI.io,30,100,AT,False,False,True,wikidata
1022,Elena Kafalieva,elena,female,female,BG,True,genderAPI.io,657,100,BG,False,False,True,wikidata
1024,Annie Gay,annie,female,female,FR,True,genderAPI.io,59,98,FR,False,False,True,wikidata
1025,Beatrice Vendramin,beatrice,female,female,IT,True,genderAPI.io,734,100,IT,False,False,True,wikidata
1026,Fotinì Peluso,Fotin,female,male,IT,True,genderAPI.io,1,95,IT,False,False,False,wikidata
1027,Hildegarde Vermeire,hildegarde,female,female,BE,True,genderAPI.io,5,100,BE,False,False,True,wikidata
1028,Christina Kyriakou,christina,female,female,CY,True,genderAPI.io,54,100,CY,False,False,True,wikidata
1029,Gerda Schouten,gerda,female,female,NL,True,genderAPI.io,98,99,NL,False,False,True,wikidata
1031,Mirjana Maksimović,mirjana,female,female,RS,True,genderAPI.io,215,99,RS,False,False,True,wikidata
1032,Elsa Aschim,elsa,female,female,NO,True,genderAPI.io,3,100,NO,False,False,True,wikidata
1033,Katrine Alfsnes,katrine,female,female,NO,True,genderAPI.io,37,100,NO,False,False,True,wikidata
1034,Kari Steffensen,kari,female,female,NO,True,genderAPI.io,36,94,NO,False,False,True,wikidata
1036,Wenche Nystad,wenche,female,female,NO,True,genderAPI.io,12,100,NO,False,False,True,wikidata
1037,Elisabeth Magnus,elisabeth,female,female,NO,True,genderAPI.io,73,99,NO,False,False,True,wikidata
1038,Ina Garvik,ina,female,female,NO,True,genderAPI.io,20,100,NO,False,False,True,wikidata
1039,Karin Serres,karin,female,female,FR,True,genderAPI.io,23,100,FR,False,False,True,wikidata
1040,Ioustina Matsiasek,ioustina,female,female,GR,True,genderAPI.io,4,100,GR,False,False,True,wikidata
1041,Deine Cousine,deine,female,female,DE,True,genderAPI.io,5,60,DE,False,False,True,wikidata
1042,Esperanza Romero,esperanza,female,female,ES,True,genderAPI.io,105,100,ES,False,False,True,wikidata
1043,Riina Tanskanen,riina,female,female,FI,True,genderAPI.io,168,99,FI,False,False,True,wikidata
1044,Ilona Filó-Fischer,ilona,female,female,HU,True,genderAPI.io,88,100,HU,False,False,True,wikidata
1046,Elena Ilieva,elena,female,female,BG,True,genderAPI.io,657,100,BG,False,False,True,wikidata
1047,Alessia Scortechini,alessia,female,female,IT,True,genderAPI.io,2010,99,IT,False,False,True,wikidata
1048,Lilija Jankova,lilija,female,female,BG,True,genderAPI.io,71,97,LV,False,False,True,wikidata
1049,Sonja Simova,sonja,female,female,BG,True,genderAPI.io,3,100,BG,False,False,True,wikidata
1050,Sylvie Franzen,sylvie,female,female,NL,True,genderAPI.io,31,97,NL,False,False,True,wikidata
1051,Élise Ventre,élise,female,female,FR,True,genderAPI.io,11,91,FR,False,False,True,wikidata
1052,Aniko Deak,aniko,female,female,RO,True,genderAPI.io,2,100,RO,False,False,True,wikidata
1053,Karin Aichhorn,karin,female,female,AT,True,genderAPI.io,101,99,AT,False,False,True,wikidata
1054,Johanna-Leontina Aspeslagh,johanna,female,female,BE,True,genderAPI.io,93,100,BE,False,False,True,wikidata
1055,Eugenia Salcu,eugenia,female,female,RO,True,genderAPI.io,24,96,RO,False,False,True,wikidata
1056,Ecaterina Vig,ecaterina,female,female,RO,True,genderAPI.io,41,100,RO,False,False,True,wikidata
1057,Bruna Pecciarini,bruna,female,female,IT,True,genderAPI.io,109,99,IT,False,False,True,wikidata
1059,Gordana Janjić,gordana,female,female,RS,True,genderAPI.io,140,99,RS,False,False,True,wikidata
1060,Priya Blackburn,priya,female,female,GB,True,genderAPI.io,72,100,GB,False,False,True,wikidata
1061,Snežana Šipka,snežana,female,female,RS,True,genderAPI.io,47,100,RS,False,False,True,wikidata
1062,Colette Herzog,colette,female,female,FR,True,genderAPI.io,18,100,FR,False,False,True,wikidata
1064,Maria Meijll,maria,female,female,NL,True,genderAPI.io,282,100,NL,False,False,True,wikidata
1065,Androniki Drakou,androniki,female,female,GR,True,genderAPI.io,19,100,GR,False,False,True,wikidata
1068,Marja Kooiman,marja,female,female,NL,True,genderAPI.io,113,100,NL,False,False,True,wikidata
1069,Brigitta Suchanek,brigitta,female,female,AT,True,genderAPI.io,14,100,AT,False,False,True,wikidata
1070,Monica Ptacnik,monica,female,female,AT,True,genderAPI.io,12,100,AT,False,False,True,wikidata
1071,Gabriela Trmal,gabriela,female,female,AT,True,genderAPI.io,24,100,AT,False,False,True,wikidata
1072,Elisabeth Mayrhofer,elisabeth,female,female,AT,True,genderAPI.io,130,100,AT,False,False,True,wikidata
1073,Maria Lansink,maria,female,female,NL,True,genderAPI.io,282,100,NL,False,False,True,wikidata
1074,Edibe Gölgeli,edibe,female,female,CH,True,genderAPI.io,357,99,TR,False,False,True,wikidata
1076,Maeve Gilchrist,maeve,female,female,GB,True,genderAPI.io,23,100,GB,False,False,True,wikidata
1077,Marjorie Thomson,marjorie,female,female,GB,True,genderAPI.io,12,100,GB,False,False,True,wikidata
1079,Thea Christodoulidou,thea,female,female,CY,True,genderAPI.io,2,100,CY,False,False,True,wikidata
1080,Wanda Bendjelloul,wanda,female,female,SE,True,genderAPI.io,3612,89,US,False,False,True,wikidata
1081,Nasty Sozonik,nasty,female,female,RU,True,genderAPI.io,160,99,RU,False,False,True,wikidata
1084,Jacqueline Goddet,jacqueline,female,female,FR,True,genderAPI.io,42,98,FR,False,False,True,wikidata
1087,Claire Saillard,claire,female,female,FR,True,genderAPI.io,626,100,FR,False,False,True,wikidata
1088,Sabina Šurjan,sabina,female,female,RS,True,genderAPI.io,6,100,RS,False,False,True,wikidata
1089,Valeska Böttcher,valeska,female,female,DE,True,genderAPI.io,11,100,DE,False,False,True,wikidata
1090,Christine Lüders,christine,female,female,DE,True,genderAPI.io,284,100,DE,False,False,True,wikidata
1091,Marina Marazza,marina,female,female,IT,True,genderAPI.io,817,100,IT,False,False,True,wikidata
1092,Sandra Kooij,sandra,female,female,NL,True,genderAPI.io,736,100,NL,False,False,True,wikidata
1093,Petra Olli,petra,female,female,FI,True,genderAPI.io,201,100,FI,False,False,True,wikidata
1094,Martina Rosenberg,martina,female,female,DE,True,genderAPI.io,298,99,DE,False,False,True,wikidata
1095,Eva Testor,eva,female,female,AT,True,genderAPI.io,145,99,AT,False,False,True,wikidata
1096,Ann Boglind,ann,female,female,SE,True,genderAPI.io,37,100,SE,False,False,True,wikidata
1097,Aleksandra Sambor,aleksandra,female,female,PL,True,genderAPI.io,720,99,PL,False,False,True,wikidata
1098,Laurence Baldetti,laurence,female,female,FR,True,genderAPI.io,234,99,FR,False,False,True,wikidata
1100,Ineke Gutterswijk-Luiten,ineke,female,female,NL,True,genderAPI.io,146,99,NL,False,False,True,wikidata
1102,Irén Bartos,irén,female,female,HU,True,genderAPI.io,18,100,HU,False,False,True,wikidata
1103,Ciara Charteris,ciara,female,female,GB,True,genderAPI.io,65,100,GB,False,False,True,wikidata
1104,Lise Busk-Jensen,lise,female,female,DK,True,genderAPI.io,61,100,DK,False,False,True,wikidata
1106,Denise Zimmermann,denise,female,female,CH,True,genderAPI.io,26,100,CH,False,False,True,wikidata
1107,Gabriella Uhl,gabriella,female,female,HU,True,genderAPI.io,414,99,HU,False,False,True,wikidata
1108,Marie-Françoise Allain,marie,female,female,FR,True,genderAPI.io,1302,100,FR,False,False,True,wikidata
1109,Linda Kebbab,linda,female,female,FR,True,genderAPI.io,75,100,FR,False,False,True,wikidata
1110,Aurora Giovinazzo,aurora,female,female,IT,True,genderAPI.io,220,100,IT,False,False,True,wikidata
1111,Agnes Östergren,agnes,female,female,SE,True,genderAPI.io,20,100,SE,False,False,True,wikidata
1112,Amanda Pritchard,amanda,female,female,GB,True,genderAPI.io,860,100,GB,False,False,True,wikidata
1113,Marc Bariteau,marc,female,male,FR,True,genderAPI.io,745,99,FR,False,False,False,wikidata
1114,Lorna Shaughnessy,lorna,female,female,GB,True,genderAPI.io,195,100,GB,False,False,True,wikidata
1115,Nadine Fiévet,nadine,female,female,BE,True,genderAPI.io,319,100,BE,False,False,True,wikidata
1116,Szilvia Vetter,szilvia,female,female,HU,True,genderAPI.io,420,100,HU,False,False,True,wikidata
1120,Christine Ehm,christine,female,female,FR,True,genderAPI.io,186,100,FR,False,False,True,wikidata
1121,Elisabetta Armiato,elisabetta,female,female,IT,True,genderAPI.io,955,100,IT,False,False,True,wikidata
1122,Suzanne Kabok,suzanne,female,female,FR,True,genderAPI.io,28,96,FR,False,False,True,wikidata
1123,Marisa Figurato,marisa,female,female,IT,True,genderAPI.io,147,99,IT,False,False,True,wikidata
1124,Caroline Roger-Lacan,caroline,female,female,FR,True,genderAPI.io,746,100,FR,False,False,True,wikidata
1126,Anne Schmidt-Riou,anne,female,female,FR,True,genderAPI.io,604,99,FR,False,False,True,wikidata
1127,Svetla Torbova,svetla,female,female,BG,True,genderAPI.io,138,100,BG,False,False,True,wikidata
1128,Josephine Stephenson,josephine,female,female,FR,True,genderAPI.io,28,100,FR,False,False,True,wikidata
1129,Lilli Schweiger,lilli,female,female,DE,True,genderAPI.io,19,100,DE,False,False,True,wikidata
